Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1773516000,,,70701.6,-0.20,,,,,,,,,,UP,130,UP,130,UP,138,58.57,1,29.53,6.20,9.14,70701.40,70703.00,UP
1773516300,,,70683.5,7.27,,,,,,,,,,DOWN,12,DOWN,23,DOWN,26,50.92,0,18.80,10.93,3.77,70690.77,70671.97,DOWN
1773516600,,,,0.00,,,,,,,,,,UP,39,DOWN,79,UP,113,50.00,0,15.82,1.00,1.02,70687.80,70688.70,UP
1773548100,,,,0.00,,,,,,,,,,,,,,,,50.00,0,0.00,0.00,1.02,70688.70,70688.70,UP
1773553200,,,71667.1,-978.40,,,,,,,,,,DOWN,227,DOWN,227,DOWN,227,51.87,3,0.00,978.40,28.88,70688.70,71643.82,DOWN
1773553500,,,71621.0,37.30,,,0.010000000000000009,71658.4,,,,,,UP,9,UP,24,DOWN,101,40.04,12,73.94,0.10,36.18,71658.30,71584.36,DOWN
1773553800,,,71504.34,80.96,0.09000000000000002,71585.4,,,,,,,,UP,2,UP,12,UP,20,34.19,3,80.96,21.53,40.41,71585.30,71534.20,DOWN
1773554100,,,71515.4,8.70,0.07,71510.0,,,,,,,,UP,23,DOWN,93,DOWN,114,37.61,3,40.58,0.00,14.70,71524.10,71489.68,DOWN
1773554400,,,71577.36,-75.26,,,0.18999999999999995,71502.1,,,,,,UP,6,UP,10,UP,34,53.36,5,17.83,93.20,29.30,71502.10,71581.19,UP
1773554700,,,71562.1,33.10,,,,,,,,,,DOWN,13,DOWN,16,DOWN,24,50.32,2,51.55,0.10,22.61,71595.20,71562.00,DOWN
1773555000,,,71532.4,30.77,,,-0.07,71562.1,,,,,,DOWN,14,DOWN,88,DOWN,98,53.43,95,49.46,13.13,27.02,71563.17,71568.70,UP
1773555300,,,71568.8,0.00,,,0.16999999999999998,71571.0,,,,,,UP,3,UP,3,DOWN,163,45.20,84,28.93,18.96,43.69,71568.80,71547.00,DOWN
1773555600,,,71470.22,76.68,,,,,-0.3,71519.7,-0.019999999999999962,0.36,0.66,DOWN,1,DOWN,11,DOWN,15,38.26,2,77.22,0.00,17.96,71546.90,71474.45,DOWN
